,Worked full-time,Worked part-time,Away from work,Unemployed,Worked full-time (%),Worked part-time (%),Away from work (%),Unemployed (%),SSC_CODE
Walbundrie,51.0,23.0,3.0,3.0,63.8,28.8,3.8,3.8,14092
Morven (Greater Hume Shire - NSW),44.0,22.0,9.0,0.0,58.7,29.3,12.0,0.0,12737
Culcairn,346.0,197.0,41.0,25.0,56.8,32.3,6.7,4.1,11147
Henty (NSW),232.0,166.0,33.0,25.0,50.9,36.4,7.2,5.5,11892
Mullengandra,38.0,24.0,3.0,0.0,58.5,36.9,4.6,0.0,12823
Bowna,40.0,19.0,6.0,0.0,61.5,29.2,9.2,0.0,10534
Bungowannah,66.0,22.0,12.0,0.0,66.0,22.0,12.0,0.0,10686
Woomargama,43.0,27.0,6.0,3.0,54.4,34.2,7.6,3.8,14413
Springdale Heights,432.0,278.0,45.0,81.0,51.7,33.3,5.4,9.7,13622
Hay (NSW),613.0,331.0,68.0,52.0,57.6,31.1,6.4,4.9,11874
Hay South,121.0,49.0,19.0,9.0,61.1,24.7,9.6,4.5,11875
Gol Gol,462.0,229.0,47.0,24.0,60.6,30.1,6.2,3.1,11693
Buronga,321.0,177.0,34.0,39.0,56.2,31.0,6.0,6.8,10696
Wentworth (NSW),259.0,149.0,55.0,47.0,50.8,29.2,10.8,9.2,14225
Coomealla,180.0,112.0,20.0,20.0,54.2,33.7,6.0,6.0,11041
Dareton,60.0,32.0,13.0,23.0,46.9,25.0,10.2,18.0,11206
Curlwaa,111.0,72.0,12.0,13.0,53.4,34.6,5.8,6.2,11170
Euston,230.0,100.0,21.0,12.0,63.4,27.5,5.8,3.3,11468
Pomona (NSW),40.0,16.0,6.0,0.0,64.5,25.8,9.7,0.0,13240
Tooleybuc,78.0,35.0,9.0,4.0,61.9,27.8,7.1,3.2,13902
Balranald,330.0,198.0,39.0,46.0,53.8,32.3,6.4,7.5,10168
Corowa,1270.0,754.0,189.0,138.0,54.0,32.1,8.0,5.9,11080
Mulwala,503.0,284.0,80.0,34.0,55.8,31.5,8.9,3.8,12830
Balldale,40.0,15.0,4.0,0.0,67.8,25.4,6.8,0.0,10159
Rand,62.0,33.0,4.0,0.0,62.6,33.3,4.0,0.0,13311
Oaklands,89.0,43.0,8.0,9.0,59.7,28.9,5.4,6.0,13059
Howlong,637.0,360.0,70.0,55.0,56.8,32.1,6.2,4.9,11950
Urana,85.0,40.0,9.0,4.0,61.6,29.0,6.5,2.9,14052
Deniliquin,1969.0,1136.0,197.0,189.0,56.4,32.5,5.6,5.4,11237
Mayrung,61.0,20.0,4.0,0.0,71.8,23.5,4.7,0.0,12537
Mathoura,220.0,116.0,34.0,23.0,56.0,29.5,8.7,5.9,12522
Barham,330.0,211.0,38.0,21.0,55.0,35.2,6.3,3.5,10199
Wakool,86.0,43.0,6.0,5.0,61.4,30.7,4.3,3.6,14090
Moulamein,123.0,70.0,16.0,3.0,58.0,33.0,7.5,1.4,12743
Koraleigh,89.0,48.0,14.0,14.0,53.9,29.1,8.5,8.5,12195
Conargo,25.0,23.0,4.0,3.0,45.5,41.8,7.3,5.5,10998
Murray Downs,88.0,40.0,9.0,3.0,62.9,28.6,6.4,2.1,12852
Moama,1573.0,842.0,170.0,108.0,58.4,31.3,6.3,4.0,12654
Warragoon,35.0,20.0,6.0,3.0,54.7,31.2,9.4,4.7,14159
Blighty,55.0,17.0,3.0,0.0,73.3,22.7,4.0,0.0,10412
Barooga,442.0,259.0,71.0,41.0,54.4,31.9,8.7,5.0,10205
Tocumwal,512.0,362.0,61.0,38.0,52.6,37.2,6.3,3.9,13886
Finley,593.0,337.0,88.0,52.0,55.4,31.5,8.2,4.9,11520
Berrigan,297.0,155.0,41.0,34.0,56.4,29.4,7.8,6.5,10318
Jerilderie,268.0,129.0,26.0,21.0,60.4,29.1,5.9,4.7,12014
Armidale,5483.0,3564.0,597.0,876.0,52.1,33.9,5.7,8.3,10085
Guyra,480.0,272.0,47.0,48.0,56.7,32.1,5.5,5.7,11822
South Guyra,86.0,59.0,3.0,12.0,53.8,36.9,1.9,7.5,13586
Llangothlin,45.0,13.0,4.0,0.0,72.6,21.0,6.5,0.0,12364
Ben Lomond (NSW),52.0,16.0,5.0,0.0,71.2,21.9,6.8,0.0,10286
Black Mountain (NSW),93.0,42.0,12.0,8.0,60.0,27.1,7.7,5.2,10387
Thalgarrah,68.0,25.0,3.0,3.0,68.7,25.3,3.0,3.0,13810
Hillgrove (Armidale Regional - NSW),61.0,12.0,4.0,8.0,71.8,14.1,4.7,9.4,11907
Ebor,47.0,24.0,3.0,4.0,60.3,30.8,3.8,5.1,11372
Uralla (NSW),643.0,433.0,52.0,71.0,53.6,36.1,4.3,5.9,14051
Saumarez Ponds,130.0,89.0,14.0,3.0,55.1,37.7,5.9,1.3,13495
Invergowrie,203.0,126.0,25.0,17.0,54.7,34.0,6.7,4.6,11983
Arding,45.0,36.0,6.0,4.0,49.5,39.6,6.6,4.4,10075
Castle Doyle,51.0,35.0,3.0,0.0,57.3,39.3,3.4,0.0,10846
Dangarsleigh,45.0,32.0,0.0,0.0,58.4,41.6,0.0,0.0,11200
Kellys Plains,50.0,27.0,7.0,8.0,54.3,29.3,7.6,8.7,12087
Yarrowyck,35.0,18.0,0.0,3.0,62.5,32.1,0.0,5.4,14492
Kentucky,61.0,23.0,0.0,0.0,72.6,27.4,0.0,0.0,12102
Kentucky South,40.0,18.0,5.0,3.0,60.6,27.3,7.6,4.5,12103
Balala,27.0,25.0,4.0,4.0,45.0,41.7,6.7,6.7,10144
Rocky River (Uralla - NSW),71.0,42.0,10.0,13.0,52.2,30.9,7.4,9.6,13390
Walcha,716.0,369.0,60.0,46.0,60.1,31.0,5.0,3.9,14093
Woolbrook,44.0,20.0,0.0,3.0,65.7,29.9,0.0,4.5,14400
Nowendoc,43.0,24.0,11.0,0.0,55.1,30.8,14.1,0.0,13026
Yarrowitch,44.0,26.0,3.0,0.0,60.3,35.6,4.1,0.0,14491
Stonehenge (NSW),48.0,20.0,0.0,4.0,66.7,27.8,0.0,5.6,13665
Glen Innes,1205.0,844.0,147.0,199.0,50.3,35.2,6.1,8.3,11649
Emmaville,93.0,60.0,16.0,27.0,47.4,30.6,8.2,13.8,11414
Deepwater (NSW),86.0,34.0,10.0,12.0,60.6,23.9,7.0,8.5,11231
Dundee,44.0,23.0,7.0,7.0,54.3,28.4,8.6,8.6,11314
Red Range,45.0,29.0,4.0,6.0,53.6,34.5,4.8,7.1,13333
Glencoe (NSW),37.0,23.0,15.0,8.0,44.6,27.7,18.1,9.6,11657
Inverell,2637.0,1601.0,297.0,371.0,53.8,32.6,6.1,7.6,11981
Ashford (NSW),107.0,85.0,13.0,20.0,47.6,37.8,5.8,8.9,10099
Tingha,120.0,95.0,15.0,45.0,43.6,34.5,5.5,16.4,13874
Yetman,55.0,21.0,7.0,8.0,60.4,23.1,7.7,8.8,14514
Bundarra,132.0,85.0,17.0,24.0,51.2,32.9,6.6,9.3,10671
Gilgai,150.0,110.0,19.0,28.0,48.9,35.8,6.2,9.1,11618
Bonshaw (NSW),31.0,10.0,0.0,5.0,67.4,21.7,0.0,10.9,10473
Coolatai,45.0,11.0,5.0,0.0,73.8,18.0,8.2,0.0,11028
Bukkulla,39.0,21.0,3.0,4.0,58.2,31.3,4.5,6.0,10648
Oakwood (NSW),47.0,23.0,4.0,4.0,60.3,29.5,5.1,5.1,13061
Nullamanna,43.0,23.0,6.0,3.0,57.3,30.7,8.0,4.0,13032
Elsmore,32.0,21.0,3.0,3.0,54.2,35.6,5.1,5.1,11408
Bingara,242.0,163.0,38.0,30.0,51.2,34.5,8.0,6.3,10365
Gravesend,111.0,34.0,11.0,6.0,68.5,21.0,6.8,3.7,11742
Auburn Vale,43.0,14.0,8.0,0.0,66.2,21.5,12.3,0.0,10107
Gum Flat,68.0,27.0,6.0,9.0,61.8,24.5,5.5,8.2,11796
Delungra,156.0,81.0,15.0,19.0,57.6,29.9,5.5,7.0,11234
Warialda,343.0,190.0,36.0,39.0,56.4,31.2,5.9,6.4,14149
Yallaroi,51.0,10.0,3.0,3.0,76.1,14.9,4.5,4.5,14456
Warialda Rail,21.0,14.0,0.0,4.0,53.8,35.9,0.0,10.3,14150
Upper Horton,38.0,21.0,6.0,0.0,58.5,32.3,9.2,0.0,14029
Tabulam,83.0,48.0,4.0,11.0,56.8,32.9,2.7,7.5,13723
Tenterfield,802.0,539.0,108.0,114.0,51.3,34.5,6.9,7.3,13792
Drake,29.0,37.0,8.0,12.0,33.7,43.0,9.3,14.0,11290
Liston,34.0,20.0,3.0,3.0,56.7,33.3,5.0,5.0,12346
Legume,48.0,22.0,0.0,8.0,61.5,28.2,0.0,10.3,12296
Urbenville,45.0,26.0,6.0,6.0,54.2,31.3,7.2,7.2,14057
Woodenbong,82.0,58.0,8.0,14.0,50.6,35.8,4.9,8.6,14382
Jennings,20.0,12.0,0.0,5.0,54.1,32.4,0.0,13.5,12008
Moree,2673.0,992.0,256.0,285.0,63.6,23.6,6.1,6.8,12722
Pallamallawa,141.0,38.0,19.0,3.0,70.1,18.9,9.5,1.5,13131
Garah,114.0,34.0,17.0,3.0,67.9,20.2,10.1,1.8,11586
Boomi,75.0,20.0,7.0,0.0,73.5,19.6,6.9,0.0,10489
Ashley,123.0,41.0,10.0,3.0,69.5,23.2,5.6,1.7,10100
Boggabilla,151.0,75.0,20.0,51.0,50.8,25.3,6.7,17.2,10441
North Star,78.0,29.0,6.0,4.0,66.7,24.8,5.1,3.4,13008
Mungindi (NSW),161.0,63.0,19.0,16.0,62.2,24.3,7.3,6.2,12843
Gurley,90.0,33.0,5.0,7.0,66.7,24.4,3.7,5.2,11817
Biniguy,43.0,22.0,4.0,0.0,62.3,31.9,5.8,0.0,10369
Bellata,98.0,50.0,12.0,10.0,57.6,29.4,7.1,5.9,10266
Narrabri,2179.0,1016.0,214.0,207.0,60.3,28.1,5.9,5.7,12903
Wee Waa,507.0,236.0,57.0,52.0,59.5,27.7,6.7,6.1,14211
Merah North,69.0,26.0,7.0,4.0,65.1,24.5,6.6,3.8,12572
Maules Creek,38.0,13.0,0.0,3.0,70.4,24.1,0.0,5.6,12526
Baan Baa,53.0,18.0,0.0,6.0,68.8,23.4,0.0,7.8,10120
Tarriaro,38.0,15.0,0.0,0.0,71.7,28.3,0.0,0.0,13770
Bohena Creek,53.0,30.0,10.0,4.0,54.6,30.9,10.3,4.1,10444
Gwabegar,29.0,7.0,7.0,11.0,53.7,13.0,13.0,20.4,11823
Gunnedah,2666.0,1266.0,252.0,248.0,60.2,28.6,5.7,5.6,11812
Curlewis (NSW),213.0,111.0,21.0,29.0,57.0,29.7,5.6,7.8,11169
Boggabri,292.0,124.0,30.0,32.0,61.1,25.9,6.3,6.7,10442
Carroll,86.0,38.0,8.0,10.0,60.6,26.8,5.6,7.0,10832
Piallaway,58.0,20.0,4.0,0.0,70.7,24.4,4.9,0.0,13196
Breeza,49.0,19.0,3.0,6.0,63.6,24.7,3.9,7.8,10561
Caroona,46.0,26.0,6.0,11.0,51.7,29.2,6.7,12.4,10823
Spring Ridge,95.0,33.0,9.0,3.0,67.9,23.6,6.4,2.1,13619
Emerald Hill,37.0,20.0,7.0,0.0,57.8,31.2,10.9,0.0,11412
Mullaley,52.0,19.0,3.0,11.0,61.2,22.4,3.5,12.9,12820
Kelvin,54.0,33.0,6.0,3.0,56.2,34.4,6.2,3.1,12091
Werris Creek,254.0,170.0,41.0,58.0,48.6,32.5,7.8,11.1,14238
Quirindi,851.0,421.0,77.0,110.0,58.3,28.9,5.3,7.5,13301
Wallabadah,112.0,55.0,11.0,20.0,56.6,27.8,5.6,10.1,14098
Currabubula,94.0,47.0,16.0,7.0,57.3,28.7,9.8,4.3,11172
Quipolly,54.0,32.0,6.0,4.0,56.2,33.3,6.2,4.2,13300
Willow Tree,66.0,29.0,9.0,9.0,58.4,25.7,8.0,8.0,14305
Blackville,26.0,12.0,0.0,3.0,63.4,29.3,0.0,7.3,10398
Hillvue,1995.0,985.0,154.0,136.0,61.0,30.1,4.7,4.2,11914
Calala,1215.0,559.0,105.0,75.0,62.2,28.6,5.4,3.8,10748
Kingswood (Tamworth Regional - NSW),320.0,158.0,28.0,18.0,61.1,30.2,5.3,3.4,12164
South Tamworth,1505.0,799.0,146.0,255.0,55.6,29.5,5.4,9.4,13597
West Tamworth,1081.0,624.0,96.0,243.0,52.9,30.5,4.7,11.9,14252
North Tamworth,1409.0,613.0,139.0,119.0,61.8,26.9,6.1,5.2,13011
Tamworth,48.0,22.0,7.0,12.0,53.9,24.7,7.9,13.5,13746
East Tamworth,1636.0,771.0,129.0,129.0,61.4,28.9,4.8,4.8,11363
Oxley Vale,984.0,463.0,78.0,128.0,59.5,28.0,4.7,7.7,13111
Nemingha,217.0,101.0,27.0,16.0,60.1,28.0,7.5,4.4,12926
Westdale (Tamworth Regional - NSW),841.0,346.0,62.0,71.0,63.7,26.2,4.7,5.4,14259
Kootingal,609.0,308.0,62.0,48.0,59.3,30.0,6.0,4.7,12194
Duri,173.0,80.0,15.0,4.0,63.6,29.4,5.5,1.5,11332
Bithramere,67.0,27.0,3.0,0.0,69.1,27.8,3.1,0.0,10381
Winton (NSW),72.0,38.0,5.0,0.0,62.6,33.0,4.3,0.0,14336
Rushes Creek,33.0,7.0,3.0,4.0,70.2,14.9,6.4,8.5,13445
Somerton (NSW),92.0,39.0,9.0,3.0,64.3,27.3,6.3,2.1,13572
Bective,74.0,28.0,10.0,0.0,66.1,25.0,8.9,0.0,10245
Attunga,177.0,81.0,20.0,11.0,61.2,28.0,6.9,3.8,10105
Garthowen,52.0,25.0,8.0,4.0,58.4,28.1,9.0,4.5,11593
Limbri,22.0,21.0,3.0,0.0,47.8,45.7,6.5,0.0,12327
Tintinhull,101.0,67.0,8.0,4.0,56.1,37.2,4.4,2.2,13879
Loomberah,189.0,86.0,15.0,12.0,62.6,28.5,5.0,4.0,12386
Moonbi,267.0,143.0,28.0,20.0,58.3,31.2,6.1,4.4,12699
Bendemeer,141.0,67.0,11.0,14.0,60.5,28.8,4.7,6.0,10289
Watsons Creek (NSW),20.0,15.0,0.0,3.0,52.6,39.5,0.0,7.9,14188
Halls Creek (NSW),45.0,12.0,7.0,4.0,66.2,17.6,10.3,5.9,11834
Barraba,242.0,139.0,35.0,45.0,52.5,30.2,7.6,9.8,10206
Upper Manilla,44.0,13.0,3.0,3.0,69.8,20.6,4.8,4.8,14037
Manilla,469.0,283.0,45.0,84.0,53.2,32.1,5.1,9.5,12474
Daruka,289.0,134.0,36.0,17.0,60.7,28.2,7.6,3.6,11218
Moore Creek,777.0,377.0,58.0,31.0,62.5,30.3,4.7,2.5,12710
Hallsville,179.0,74.0,18.0,10.0,63.7,26.3,6.4,3.6,11835
Nundle,92.0,64.0,7.0,17.0,51.1,35.6,3.9,9.4,13043
Ogunbil,45.0,28.0,3.0,12.0,51.1,31.8,3.4,13.6,13071
Dungowan,147.0,44.0,10.0,3.0,72.1,21.6,4.9,1.5,11321
Piallamore,86.0,32.0,10.0,3.0,65.6,24.4,7.6,2.3,13195
Woolomin,63.0,34.0,3.0,9.0,57.8,31.2,2.8,8.3,14408
Warral,123.0,58.0,16.0,9.0,59.7,28.2,7.8,4.4,14163
Timbumburi,54.0,29.0,3.0,0.0,62.8,33.7,3.5,0.0,13870
Windale,383.0,320.0,46.0,174.0,41.5,34.7,5.0,18.9,14315
Jewells,663.0,393.0,58.0,61.0,56.4,33.4,4.9,5.2,12024
Belmont North,1686.0,963.0,135.0,224.0,56.1,32.0,4.5,7.4,10277
Belmont (NSW),1666.0,1042.0,146.0,242.0,53.8,33.7,4.7,7.8,10276
Floraville,523.0,328.0,44.0,40.0,55.9,35.1,4.7,4.3,11535
Blacksmiths,464.0,245.0,42.0,68.0,56.7,29.9,5.1,8.3,10396
Pelican (NSW),197.0,146.0,34.0,28.0,48.6,36.0,8.4,6.9,13178
Marks Point,387.0,289.0,28.0,59.0,50.7,37.9,3.7,7.7,12492
Belmont South,245.0,153.0,23.0,57.0,51.3,32.0,4.8,11.9,10278
Kahibah,692.0,417.0,65.0,69.0,55.7,33.5,5.2,5.6,12048
Charlestown (NSW),3691.0,2190.0,331.0,387.0,55.9,33.2,5.0,5.9,10885
Whitebridge,706.0,486.0,57.0,55.0,54.1,37.3,4.4,4.2,14276
Gateshead,657.0,375.0,48.0,136.0,54.0,30.8,3.9,11.2,11594
Dudley,651.0,421.0,56.0,54.0,55.1,35.6,4.7,4.6,11300
Highfields (NSW),246.0,145.0,33.0,19.0,55.5,32.7,7.4,4.3,11902
Garden Suburb,531.0,339.0,36.0,48.0,55.7,35.5,3.8,5.0,11587
Cardiff (NSW),1616.0,899.0,123.0,219.0,56.6,31.5,4.3,7.7,10809
Hillsborough (Lake Macquarie - NSW),186.0,116.0,9.0,20.0,56.2,35.0,2.7,6.0,11909
Warners Bay,1943.0,1200.0,159.0,214.0,55.3,34.1,4.5,6.1,14153
Argenton,288.0,177.0,26.0,68.0,51.5,31.7,4.7,12.2,10078
Glendale (NSW),812.0,427.0,67.0,120.0,56.9,29.9,4.7,8.4,11658
Elermore Vale,1394.0,854.0,126.0,203.0,54.1,33.1,4.9,7.9,11394
Macquarie Hills,1072.0,565.0,95.0,101.0,58.5,30.8,5.2,5.5,12434
Kotara,1126.0,692.0,81.0,103.0,56.2,34.6,4.0,5.1,12200
Cardiff Heights,394.0,214.0,36.0,36.0,57.9,31.5,5.3,5.3,10810
Cardiff South,841.0,465.0,68.0,83.0,57.7,31.9,4.7,5.7,10811
New Lambton Heights,682.0,496.0,67.0,65.0,52.1,37.9,5.1,5.0,12943
Rankin Park,701.0,391.0,69.0,57.0,57.6,32.1,5.7,4.7,13315
Tingira Heights,612.0,374.0,64.0,59.0,55.2,33.7,5.8,5.3,13875
Mount Hutton (NSW),881.0,543.0,69.0,90.0,55.7,34.3,4.4,5.7,12766
Eleebana,1584.0,1048.0,132.0,151.0,54.3,36.0,4.5,5.2,11393
Redhead,848.0,591.0,71.0,87.0,53.1,37.0,4.4,5.4,13340
Caves Beach,932.0,697.0,114.0,121.0,50.0,37.4,6.1,6.5,10862
Nords Wharf,234.0,164.0,25.0,24.0,52.3,36.7,5.6,5.4,12975
Swansea (NSW),1023.0,622.0,127.0,182.0,52.4,31.8,6.5,9.3,13711
Swansea Heads,161.0,108.0,9.0,23.0,53.5,35.9,3.0,7.6,13712
Catherine Hill Bay,35.0,21.0,3.0,7.0,53.0,31.8,4.5,10.6,10857
Cams Wharf,31.0,28.0,0.0,4.0,49.2,44.4,0.0,6.3,10784
Murrays Beach,168.0,91.0,14.0,14.0,58.5,31.7,4.9,4.9,12854
Valentine,1485.0,1001.0,123.0,155.0,53.7,36.2,4.5,5.6,14065
Croudace Bay,142.0,95.0,8.0,16.0,54.4,36.4,3.1,6.1,11128
Speers Point,898.0,539.0,92.0,106.0,54.9,33.0,5.6,6.5,13605
Lakelands (NSW),446.0,278.0,35.0,37.0,56.0,34.9,4.4,4.6,12256
Boolaroo,307.0,163.0,31.0,47.0,56.0,29.7,5.7,8.6,10482
Booragul,246.0,163.0,25.0,50.0,50.8,33.7,5.2,10.3,10495
Fennell Bay,383.0,232.0,39.0,75.0,52.5,31.8,5.3,10.3,11500
Marmong Point,231.0,121.0,15.0,23.0,59.2,31.0,3.8,5.9,12498
Woodrising,320.0,191.0,24.0,64.0,53.4,31.9,4.0,10.7,14391
Bolton Point,385.0,262.0,45.0,105.0,48.3,32.9,5.6,13.2,10449
Teralba,379.0,218.0,35.0,70.0,54.0,31.1,5.0,10.0,13793
Fassifern (NSW),145.0,106.0,22.0,24.0,48.8,35.7,7.4,8.1,11495
Balcolyn,218.0,142.0,20.0,25.0,53.8,35.1,4.9,6.2,10145
Yarrawonga Park,107.0,48.0,8.0,12.0,61.1,27.4,4.6,6.9,14487
Mirrabooka (NSW),190.0,123.0,14.0,23.0,54.3,35.1,4.0,6.6,12647
Sunshine (NSW),80.0,69.0,8.0,14.0,46.8,40.4,4.7,8.2,13694
Silverwater (Lake Macquarie - NSW),58.0,48.0,5.0,3.0,50.9,42.1,4.4,2.6,13546
Bonnells Bay,891.0,494.0,90.0,127.0,55.6,30.8,5.6,7.9,10468
Brightwaters,226.0,133.0,17.0,30.0,55.7,32.8,4.2,7.4,10570
Morisset Park,193.0,121.0,14.0,17.0,55.9,35.1,4.1,4.9,12724
Windermere Park,152.0,111.0,15.0,42.0,47.5,34.7,4.7,13.1,14321
Edgeworth,1577.0,919.0,153.0,189.0,55.6,32.4,5.4,6.7,11381
Cameron Park,2619.0,1241.0,195.0,198.0,61.6,29.2,4.6,4.7,10775
Cooranbong,1256.0,761.0,128.0,167.0,54.3,32.9,5.5,7.2,11052
Wyee,534.0,362.0,62.0,71.0,51.9,35.2,6.0,6.9,14438
Morisset,496.0,299.0,54.0,101.0,52.2,31.5,5.7,10.6,12723
Wyee Point,308.0,209.0,29.0,30.0,53.5,36.3,5.0,5.2,14439
Mandalong,117.0,68.0,13.0,14.0,55.2,32.1,6.1,6.6,12465
Dora Creek,392.0,232.0,39.0,60.0,54.2,32.1,5.4,8.3,11277
Eraring,38.0,36.0,5.0,0.0,48.1,45.6,6.3,0.0,11429
Martinsville,102.0,61.0,6.0,7.0,58.0,34.7,3.4,4.0,12512
Blackalls Park,688.0,403.0,71.0,95.0,54.7,32.1,5.6,7.6,10390
Toronto,1022.0,752.0,129.0,209.0,48.4,35.6,6.1,9.9,13918
Kilaben Bay,372.0,246.0,32.0,46.0,53.4,35.3,4.6,6.6,12125
Coal Point,454.0,315.0,44.0,40.0,53.2,36.9,5.2,4.7,10943
Awaba,117.0,54.0,7.0,12.0,61.6,28.4,3.7,6.3,10118
Carey Bay,175.0,107.0,19.0,20.0,54.5,33.3,5.9,6.2,10812
Buttaba,296.0,145.0,32.0,32.0,58.6,28.7,6.3,6.3,10723
Fishing Point,253.0,151.0,30.0,31.0,54.4,32.5,6.5,6.7,11526
Rathmines,476.0,298.0,42.0,50.0,55.0,34.4,4.8,5.8,13319
Wangi Wangi,601.0,399.0,69.0,88.0,51.9,34.5,6.0,7.6,14135
Arcadia Vale,363.0,220.0,31.0,48.0,54.8,33.2,4.7,7.3,10073
Balmoral (Lake Macquarie - NSW),234.0,115.0,6.0,29.0,60.9,29.9,1.6,7.6,10166
Holmesville,365.0,207.0,27.0,45.0,56.7,32.1,4.2,7.0,11924
Barnsley,524.0,279.0,50.0,76.0,56.4,30.0,5.4,8.2,10204
Seahampton,92.0,50.0,5.0,11.0,58.2,31.6,3.2,7.0,13511
West Wallsend,613.0,304.0,59.0,80.0,58.0,28.8,5.6,7.6,14253
Killingworth (NSW),237.0,109.0,17.0,25.0,61.1,28.1,4.4,6.4,12137
Wakefield,44.0,25.0,0.0,3.0,61.1,34.7,0.0,4.2,14088
Adamstown Heights,1496.0,910.0,108.0,139.0,56.4,34.3,4.1,5.2,10017
Adamstown,1862.0,1075.0,175.0,218.0,55.9,32.3,5.3,6.5,10016
Kotara South,289.0,176.0,31.0,31.0,54.8,33.4,5.9,5.9,12201
Woodberry,615.0,360.0,70.0,197.0,49.5,29.0,5.6,15.9,14377
Beresfield,770.0,405.0,78.0,137.0,55.4,29.1,5.6,9.9,10301
Tarro,379.0,211.0,45.0,65.0,54.1,30.1,6.4,9.3,13771
Hexham (NSW),29.0,17.0,0.0,3.0,59.2,34.7,0.0,6.1,11898
Hamilton South,858.0,610.0,75.0,137.0,51.1,36.3,4.5,8.2,11841
Broadmeadow,469.0,303.0,51.0,78.0,52.1,33.6,5.7,8.7,10578
Hamilton East,279.0,167.0,20.0,31.0,56.1,33.6,4.0,6.2,11839
Newcastle West,206.0,81.0,17.0,35.0,60.8,23.9,5.0,10.3,12951
Hamilton North,293.0,146.0,34.0,27.0,58.6,29.2,6.8,5.4,11840
Hamilton (NSW),1262.0,844.0,113.0,170.0,52.8,35.3,4.7,7.1,11838
New Lambton,2825.0,1723.0,272.0,291.0,55.3,33.7,5.3,5.7,12942
Lambton,1418.0,860.0,102.0,143.0,56.2,34.1,4.0,5.7,12264
Jesmond,470.0,434.0,52.0,205.0,40.5,37.4,4.5,17.7,12023
Maryland (Newcastle - NSW),2278.0,1266.0,203.0,263.0,56.8,31.6,5.1,6.6,12514
Fletcher (NSW),1689.0,805.0,104.0,155.0,61.4,29.2,3.8,5.6,11533
Minmi,228.0,117.0,13.0,21.0,60.2,30.9,3.4,5.5,12638
Warabrook,499.0,293.0,49.0,74.0,54.5,32.0,5.4,8.1,14140
Mayfield West,549.0,314.0,38.0,71.0,56.5,32.3,3.9,7.3,12536
Mayfield (Newcastle - NSW),2590.0,1523.0,234.0,433.0,54.2,31.9,4.9,9.1,12530
Mayfield East,555.0,275.0,34.0,72.0,59.3,29.4,3.6,7.7,12534
Merewether Heights,374.0,233.0,31.0,18.0,57.0,35.5,4.7,2.7,12574
Merewether,3587.0,2030.0,264.0,255.0,58.5,33.1,4.3,4.2,12573
The Junction,350.0,189.0,28.0,30.0,58.6,31.7,4.7,5.0,13827
Cooks Hill,1295.0,609.0,81.0,129.0,61.3,28.8,3.8,6.1,11019
Bar Beach,386.0,234.0,33.0,35.0,56.1,34.0,4.8,5.1,10187
Newcastle,1077.0,419.0,56.0,86.0,65.8,25.6,3.4,5.3,12949
The Hill,732.0,400.0,58.0,70.0,58.1,31.7,4.6,5.6,13826
Newcastle East,300.0,178.0,22.0,31.0,56.5,33.5,4.1,5.8,12950
Carrington (Newcastle - NSW),646.0,319.0,47.0,81.0,59.1,29.2,4.3,7.4,10830
Shortland,952.0,593.0,90.0,156.0,53.2,33.1,5.0,8.7,13542
Birmingham Gardens,420.0,418.0,39.0,158.0,40.6,40.4,3.8,15.3,10377
Sandgate (NSW),33.0,12.0,3.0,13.0,54.1,19.7,4.9,21.3,13474
North Lambton,820.0,581.0,95.0,173.0,49.1,34.8,5.7,10.4,12993
Stockton (NSW),969.0,571.0,87.0,120.0,55.5,32.7,5.0,6.9,13662
Fern Bay,617.0,272.0,53.0,63.0,61.4,27.1,5.3,6.3,11501
Fullerton Cove,96.0,57.0,17.0,11.0,53.0,31.5,9.4,6.1,11575
Wallsend,3098.0,1763.0,279.0,497.0,55.0,31.3,4.9,8.8,14118
Georgetown (NSW),586.0,317.0,61.0,80.0,56.1,30.4,5.8,7.7,11603
Waratah West,661.0,513.0,76.0,151.0,47.2,36.6,5.4,10.8,14142
Waratah (NSW),1163.0,746.0,130.0,196.0,52.0,33.4,5.8,8.8,14141
Wickham (NSW),399.0,209.0,18.0,44.0,59.6,31.2,2.7,6.6,14285
Maryville,487.0,267.0,27.0,45.0,59.0,32.3,3.3,5.4,12518
Tighes Hill,449.0,306.0,40.0,55.0,52.8,36.0,4.7,6.5,13863
Islington,614.0,359.0,48.0,83.0,55.6,32.5,4.3,7.5,11990
Ballina,1515.0,1181.0,160.0,225.0,49.2,38.3,5.2,7.3,10162
West Ballina,534.0,396.0,68.0,88.0,49.2,36.5,6.3,8.1,14240
East Ballina,1368.0,1055.0,130.0,130.0,51.0,39.3,4.8,4.8,11345
Skennars Head,271.0,231.0,31.0,25.0,48.6,41.4,5.6,4.5,13554
Alstonville,1193.0,909.0,119.0,140.0,50.5,38.5,5.0,5.9,10046
Wollongbar,777.0,497.0,53.0,89.0,54.9,35.1,3.7,6.3,14357
Wardell,134.0,109.0,21.0,33.0,45.1,36.7,7.1,11.1,14144
East Wardell,65.0,50.0,6.0,8.0,50.4,38.8,4.7,6.2,11365
Empire Vale,47.0,25.0,10.0,3.0,55.3,29.4,11.8,3.5,11416
Meerschaum Vale,110.0,82.0,6.0,10.0,52.9,39.4,2.9,4.8,12556
Dalwood (Ballina - NSW),69.0,50.0,0.0,3.0,56.6,41.0,0.0,2.5,11195
