,Italian,Assyrian,Arabic,Croatian,Spanish,&nbsp;,English only spoken at home,Greek,Cantonese,Mandarin,Tagalog,Hindi,Filipino,Punjabi,Macedonian,Serbian,German,Samoan,Tongan,Polish,Maltese,Dutch,Indonesian,Thai,Korean,Japanese,Portuguese,Vietnamese,Turkish,Dari,Latvian,French,Auslan,Afrikaans,Danish,Swedish,Kannada,Armenian,Tamil,Maori (Cook Island,Hungarian,Hebrew,Russian,Norwegian,Persian,Bengali,Tswana,Khmer,Dinka,Lao,Czech,Ukrainian,Burmese,Maori (New Zealand,Teochew,Bosnian,Urdu,Sinhalese,Slovene,Malay,Zulu,Estonian,Swahili,Motu,Gujarati,"African Languages, nec",Finnish,Marathi,Albanian,"Serbo-Croatian/Yugoslavian, so described",Tokelauan,Romanian,Fijian,Hmong,Nepali,Irish,Karen,Italian (%),Assyrian (%),Arabic (%),Croatian (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Greek (%),Cantonese (%),Mandarin (%),Tagalog (%),Hindi (%),Filipino (%),Punjabi (%),Macedonian (%),Serbian (%),German (%),Samoan (%),Tongan (%),Polish (%),Maltese (%),Dutch (%),Indonesian (%),Thai (%),Korean (%),Japanese (%),Portuguese (%),Vietnamese (%),Turkish (%),Dari (%),Latvian (%),French (%),Auslan (%),Afrikaans (%),Danish (%),Swedish (%),Kannada (%),Armenian (%),Tamil (%),Maori (Cook Island (%),Hungarian (%),Hebrew (%),Russian (%),Norwegian (%),Persian (%),Bengali (%),Tswana (%),Khmer (%),Dinka (%),Lao (%),Czech (%),Ukrainian (%),Burmese (%),Maori (New Zealand (%),Teochew (%),Bosnian (%),Urdu (%),Sinhalese (%),Slovene (%),Malay (%),Zulu (%),Estonian (%),Swahili (%),Motu (%),Gujarati (%),"African Languages, nec (%)",Finnish (%),Marathi (%),Albanian (%),"Serbo-Croatian/Yugoslavian, so described (%)",Tokelauan (%),Romanian (%),Fijian (%),Hmong (%),Nepali (%),Irish (%),Karen (%)
Henley,18,,,,,&nbsp;,369,13,21,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,&nbsp;,77.2,2.7,4.4,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highfields,8,,,,,&nbsp;,631,6,,,,,,,,,3,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,&nbsp;,92.0,0.9,,,,,,,,,0.4,,,,,,0.7,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillsborough,,,,,,&nbsp;,647,,,3,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,97.6,,,0.5,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillsdale,,221,,,266,&nbsp;,"1,830",,214,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,5.8,&nbsp;,40.1,,4.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinchinbrook,,400,498,,668,&nbsp;,"4,039",,,,,784,,,,,,,,,,,,,,,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.8,,6.4,&nbsp;,38.7,,,,,7.5,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holmesville,3,,,,,&nbsp;,"1,497",,,,,,,,,,6,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,&nbsp;,97.1,,,,,,,,,,0.4,,,,,,,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
Holsworthy,,,84,,,&nbsp;,"3,214",,,66,68,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,&nbsp;,73.7,,,1.5,1.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homebush,,,,,,&nbsp;,"2,072",,424,534,,228,,,,,,,,,,,,,711,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,29.5,,6.0,7.6,,3.2,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homebush West,,,,,,&nbsp;,915,,570,633,,113,,,,,,,,,,,,,311,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,21.9,,13.7,15.2,,2.7,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horningsea Park,97,,120,,173,&nbsp;,"1,877",,,,82,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,3.4,,4.9,&nbsp;,53.4,,,,2.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hornsby,,,,,,&nbsp;,"11,546",,999,"1,133",,328,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,61.7,,5.3,6.1,,1.8,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hornsby Heights,43,,41,,52,&nbsp;,"5,107",,97,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.7,,0.9,&nbsp;,86.6,,1.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horsley,74,,,,58,&nbsp;,"5,989",,46,,,,,,115,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,0.9,&nbsp;,88.1,,0.7,,,,,,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoxton Park,128,145,130,,189,&nbsp;,"1,445",,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.0,3.5,,5.2,&nbsp;,39.4,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunters Hill,208,,,,,&nbsp;,"6,984",199,155,97,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,&nbsp;,77.4,2.2,1.7,1.1,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntleys Point,9,,,,,&nbsp;,143,7,4,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,&nbsp;,80.3,3.9,2.2,,,,,,1.7,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurlstone Park,212,,354,,,&nbsp;,"2,327",561,,,,,,,,,,,,,,,,,,,163,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,7.4,,,&nbsp;,48.8,11.8,,,,,,,,,,,,,,,,,,,3.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurstville,,,"1,011",,,&nbsp;,"6,232",946,"4,784","4,913",,,,,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,&nbsp;,26.7,4.1,20.5,21.1,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurstville Grove,,,82,84,,&nbsp;,"1,346",222,219,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.6,,&nbsp;,57.7,9.5,9.4,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illawong,110,,333,,,&nbsp;,"5,750",295,159,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,4.4,,,&nbsp;,76.2,3.9,2.1,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingleburn,,,258,,231,&nbsp;,"9,425",,,,226,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,1.7,&nbsp;,69.6,,,,1.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingleside,20,,,,,&nbsp;,214,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,&nbsp;,78.7,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islington,14,,7,,,&nbsp;,"1,189",,,,,,,,7,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,0.9,,0.5,,,&nbsp;,77.7,,,,,,,,0.5,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,
Jamisontown,21,,44,,29,&nbsp;,"4,287",24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.9,,0.6,&nbsp;,89.6,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jannali,35,,,,,&nbsp;,"4,856",76,35,35,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,&nbsp;,87.4,1.4,0.6,0.6,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesmond,,,71,,,&nbsp;,"1,751",,29,136,,,,,29,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,&nbsp;,71.7,,1.2,5.6,,,,,1.2,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewells,,,,,,&nbsp;,"2,400",,11,,,,,,14,,6,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,93.4,,0.4,,,,,,0.5,,0.2,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahibah,15,,,,16,&nbsp;,"2,268",9,,,,,,,30,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,0.6,&nbsp;,91.6,0.4,,,,,,,1.2,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanahooka,52,,,,34,&nbsp;,"4,403",44,,,,,,,47,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,0.7,&nbsp;,89.1,0.9,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaroo Point,,,23,11,,&nbsp;,391,56,18,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.9,,&nbsp;,67.8,9.7,3.1,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanwal,24,,,,9,&nbsp;,"3,377",,,,9,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,0.7,,,,0.2,&nbsp;,91.8,,,,0.2,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,
Kareela,47,,32,,,&nbsp;,"2,039",83,41,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,1.3,,,&nbsp;,83.7,3.4,1.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariong,24,,27,,38,&nbsp;,"5,462",,,,,22,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.4,,0.6,&nbsp;,89.4,,,,,0.4,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kearns,42,,59,21,52,&nbsp;,"2,276",,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,2.1,0.8,1.9,&nbsp;,82.6,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keiraville,45,,31,,,&nbsp;,"2,252",,57,229,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,1.0,,,&nbsp;,73.4,,1.9,7.5,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellyville,356,,337,,,&nbsp;,"13,461",,370,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,1.8,,,&nbsp;,73.3,,2.0,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kembla Grange,,,,,,&nbsp;,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington,,,,,145,&nbsp;,"5,726",607,655,785,,,,,,,,,,,,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,&nbsp;,52.8,5.6,6.0,7.2,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilaben Bay,9,,,4,4,&nbsp;,"1,221",,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,0.3,0.3,&nbsp;,95.8,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killara,,,,,,&nbsp;,"6,955",,539,350,,,,,,,,,,,,,,,185,68,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,77.5,,6.0,3.9,,,,,,,,,,,,,,,2.1,0.8,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killarney Heights,,,,,,&nbsp;,"3,129",,229,89,,,,,,,,,,,,,,,,82,,,,,,68,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,75.7,,5.5,2.2,,,,,,,,,,,,,,,,2.0,,,,,,1.6,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killarney Vale,26,,,,17,&nbsp;,"6,318",22,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.3,&nbsp;,93.2,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kincumber,15,,,,17,&nbsp;,"6,724",,12,,,,,,,,15,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.2,&nbsp;,94.2,,0.2,,,,,,,,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kincumber South,3,,,,,&nbsp;,667,,,,,,,,,,4,,,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,&nbsp;,94.3,,,,,,,,,,0.6,,,0.6,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Langley,165,,132,108,,&nbsp;,"7,186",,122,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,1.4,1.2,,&nbsp;,78.0,,1.3,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Park,67,,35,,40,&nbsp;,"2,577",36,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,1.1,,1.2,&nbsp;,78.9,1.1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsford,,,,,196,&nbsp;,"6,457","1,311","1,002","1,246",,,,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,&nbsp;,45.4,9.2,7.0,8.8,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsgrove,499,,645,,,&nbsp;,"4,261","1,915",983,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,6.0,,,&nbsp;,39.8,17.9,9.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingswood,77,,68,,62,&nbsp;,"6,502",,,,,95,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.8,,0.8,&nbsp;,79.5,,,,,1.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirrawee,54,,86,,,&nbsp;,"7,871",106,153,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,1.0,,,&nbsp;,88.0,1.2,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirribilli,,,,,,&nbsp;,"2,592",,44,49,,,,,,,37,,,,,,,,,28,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,74.5,,1.3,1.4,,,,,,,1.1,,,,,,,,,0.8,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kogarah,,,467,,,&nbsp;,"4,009",780,793,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,&nbsp;,34.2,6.7,6.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kogarah Bay,74,,90,,,&nbsp;,974,325,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,4.8,,,&nbsp;,51.9,17.3,2.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koolewong,10,,,,,&nbsp;,708,5,,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,&nbsp;,81.4,0.6,,,,,,,,0.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
Koonawarra,9,,,,63,&nbsp;,"3,307",,,,,,,,29,,19,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,1.7,&nbsp;,91.1,,,,,,,,0.8,,0.5,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotara,28,,,,,&nbsp;,"3,647",14,17,,,,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,92.4,0.4,0.4,,,,,,0.9,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotara South,9,,,,,&nbsp;,"1,084",6,,11,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,93.4,0.5,,0.9,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurnell,,,7,10,12,&nbsp;,"1,903",35,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5,0.6,&nbsp;,90.2,1.7,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyeemagh,29,,55,,29,&nbsp;,348,214,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,7.0,,3.7,&nbsp;,44.1,27.1,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Bay,,,,39,,&nbsp;,883,106,44,34,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,&nbsp;,69.6,8.4,3.5,2.7,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Perouse,12,,4,,,&nbsp;,301,18,11,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,1.0,,,&nbsp;,77.0,4.6,2.8,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Haven,19,,,,14,&nbsp;,"3,313",,15,,,15,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.4,&nbsp;,91.6,,0.4,,,0.4,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Heights,201,,,,53,&nbsp;,"1,743",56,,,,,,,247,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,1.8,&nbsp;,59.7,1.9,,,,,,,8.5,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Illawarra,49,,,21,71,&nbsp;,"2,630",,,,,,,,20,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,0.7,2.3,&nbsp;,84.3,,,,,,,,0.6,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakelands,,,,,,&nbsp;,"1,398",,18,,,,,,31,,,,,6,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,&nbsp;,89.5,,1.2,,,,,,2.0,,,,,0.4,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,
