,Separate house,"Semi-detached, row or terrace house, townhouse etc",Flat or apartment,Other dwelling,Separate house (%),"Semi-detached, row or terrace house, townhouse etc (%)",Flat or apartment (%),Other dwelling (%),SSC_CODE
Greenethorpe,59.0,10.0,0.0,0.0,81.9,13.9,0.0,0.0,11760
Parkes (NSW),3621.0,133.0,277.0,26.0,88.5,3.2,6.8,0.6,13151
Peak Hill (NSW),420.0,5.0,6.0,18.0,92.9,1.1,1.3,4.0,13166
Trundle,249.0,0.0,10.0,3.0,94.0,0.0,3.8,1.1,13940
West Wyalong,1068.0,9.0,51.0,6.0,91.8,0.8,4.4,0.5,14256
Wyalong,253.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14431
Weethalle,101.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14215
Barellan,194.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10197
Ardlethan,193.0,0.0,4.0,0.0,96.5,0.0,2.0,0.0,10076
Ariah Park,166.0,8.0,3.0,0.0,91.7,4.4,1.7,0.0,10081
Barmedman,156.0,0.0,0.0,5.0,95.1,0.0,0.0,3.0,10202
South Bowenfels,358.0,52.0,0.0,0.0,86.7,12.6,0.0,0.0,13578
Lithgow,1826.0,324.0,103.0,13.0,80.5,14.3,4.5,0.6,12347
Bowenfels,663.0,47.0,9.0,16.0,90.2,6.4,1.2,2.2,10529
Pottery Estate,40.0,10.0,0.0,0.0,80.0,20.0,0.0,0.0,13254
Oakey Park,124.0,9.0,0.0,0.0,90.5,6.6,0.0,0.0,13055
Morts Estate,225.0,10.0,0.0,0.0,95.7,4.3,0.0,0.0,12732
Hermitage Flat,131.0,10.0,13.0,0.0,85.1,6.5,8.4,0.0,11895
South Littleton,120.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13590
Littleton,318.0,4.0,0.0,0.0,98.8,1.2,0.0,0.0,12360
Vale Of Clwydd,149.0,34.0,5.0,0.0,79.3,18.1,2.7,0.0,14064
Portland (NSW),732.0,6.0,0.0,91.0,84.8,0.7,0.0,10.5,13250
Lidsdale,117.0,0.0,0.0,4.0,96.7,0.0,0.0,3.3,12318
Wallerawang,440.0,21.0,5.0,193.0,66.5,3.2,0.8,29.2,14114
Little Hartley,186.0,4.0,0.0,0.0,97.9,2.1,0.0,0.0,12352
Hartley (NSW),133.0,0.0,0.0,12.0,91.7,0.0,0.0,8.3,11861
Clarence,69.0,0.0,0.0,0.0,93.2,0.0,0.0,0.0,10919
Megalong Valley,42.0,0.0,0.0,0.0,93.3,0.0,0.0,0.0,12557
Capertee,56.0,0.0,0.0,3.0,94.9,0.0,0.0,5.1,10802
Mudgee,3437.0,285.0,191.0,59.0,86.1,7.1,4.8,1.5,12812
Bombira,117.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10457
Kandos,528.0,11.0,23.0,3.0,91.5,1.9,4.0,0.5,12057
Rylstone,377.0,0.0,3.0,0.0,97.9,0.0,0.8,0.0,13457
Ilford,65.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11971
Gulgong,827.0,44.0,3.0,28.0,90.3,4.8,0.3,3.1,11794
Dunedoo,412.0,0.0,12.0,0.0,94.9,0.0,2.8,0.0,11316
Cassilis (NSW),121.0,0.0,0.0,0.0,97.6,0.0,0.0,0.0,10844
Tallawang,53.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13731
Cope,36.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11057
Yarrawonga (NSW),140.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14486
Cooks Gap,183.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11018
Eurunderee,54.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11467
Windeyer (NSW),61.0,0.0,0.0,12.0,83.6,0.0,0.0,16.4,14322
Bocoble,47.0,0.0,0.0,3.0,94.0,0.0,0.0,6.0,10432
Blayney,1139.0,24.0,52.0,14.0,90.5,1.9,4.1,1.1,10410
Millthorpe,418.0,0.0,4.0,3.0,98.4,0.0,0.9,0.7,12623
Carcoar,103.0,8.0,0.0,7.0,87.3,6.8,0.0,5.9,10808
Lyndhurst (Blayney - NSW),138.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12426
Forest Reefs,158.0,0.0,0.0,0.0,98.1,0.0,0.0,0.0,11547
Neville,92.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12937
Orange,11865.0,1408.0,547.0,26.0,84.9,10.1,3.9,0.2,13092
Clifton Grove,269.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10934
Cumnock,173.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11159
Cudal,205.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11140
Molong,849.0,18.0,38.0,13.0,91.6,1.9,4.1,1.4,12671
Manildra,266.0,0.0,13.0,3.0,94.3,0.0,4.6,1.1,12473
Cargo,193.0,0.0,0.0,3.0,96.5,0.0,0.0,1.5,10813
Springside (NSW),99.0,0.0,0.0,0.0,96.1,0.0,0.0,0.0,13626
Spring Hill (Cabonne - NSW),162.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13615
Lucknow (NSW),99.0,0.0,3.0,0.0,97.1,0.0,2.9,0.0,12418
Canobolas,163.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10793
Clergate,68.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10929
Summer Hill Creek,72.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13688
Mullion Creek,159.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12826
Nashdale,123.0,0.0,0.0,6.0,95.3,0.0,0.0,4.7,12913
Windera (NSW),77.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14319
Lidster,96.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12319
Borenore,142.0,0.0,0.0,0.0,97.9,0.0,0.0,0.0,10513
Yeoval,158.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14507
Grafton,2981.0,492.0,481.0,39.0,74.4,12.3,12.0,1.0,11733
Great Marlow,59.0,9.0,0.0,0.0,83.1,12.7,0.0,0.0,11745
South Grafton,2114.0,80.0,71.0,41.0,91.1,3.4,3.1,1.8,13582
Junction Hill,501.0,24.0,0.0,0.0,94.5,4.5,0.0,0.0,12045
Carrs Creek,38.0,0.0,0.0,0.0,90.5,0.0,0.0,0.0,10834
Tucabia,143.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13945
Ulmarra,265.0,18.0,3.0,7.0,89.5,6.1,1.0,2.4,14004
Glenreagh,272.0,0.0,0.0,9.0,95.1,0.0,0.0,3.1,11675
Wells Crossing,55.0,0.0,0.0,3.0,94.8,0.0,0.0,5.2,14223
Wooli,140.0,11.0,3.0,44.0,69.7,5.5,1.5,21.9,14403
Halfway Creek,72.0,0.0,0.0,7.0,91.1,0.0,0.0,8.9,11831
Copmanhurst,126.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11060
Whiteman Creek,51.0,0.0,0.0,0.0,94.4,0.0,0.0,0.0,14277
Waterview Heights,457.0,0.0,0.0,0.0,98.5,0.0,0.0,0.0,14186
Lawrence (NSW),404.0,0.0,0.0,0.0,98.8,0.0,0.0,0.0,12288
Seelands,136.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13515
Mountain View (NSW),60.0,3.0,0.0,0.0,95.2,4.8,0.0,0.0,12808
Ashby Heights,80.0,0.0,0.0,3.0,96.4,0.0,0.0,3.6,10095
Elland,111.0,0.0,0.0,3.0,97.4,0.0,0.0,2.6,11399
Coutts Crossing,360.0,0.0,0.0,4.0,98.9,0.0,0.0,1.1,11094
Kremnos,63.0,0.0,0.0,9.0,87.5,0.0,0.0,12.5,12204
Lanitza,95.0,0.0,0.0,12.0,88.8,0.0,0.0,11.2,12270
Braunstone,92.0,0.0,0.0,3.0,93.9,0.0,0.0,3.1,10550
Clarenza,173.0,0.0,0.0,3.0,98.3,0.0,0.0,1.7,10922
Pillar Valley,99.0,0.0,0.0,13.0,88.4,0.0,0.0,11.6,13204
Minnie Water,81.0,0.0,7.0,10.0,82.7,0.0,7.1,10.2,12640
Tyndale,57.0,0.0,0.0,8.0,87.7,0.0,0.0,12.3,13997
Yamba (NSW),1965.0,272.0,269.0,109.0,74.8,10.4,10.2,4.1,14458
Gulmarrad,585.0,0.0,0.0,3.0,99.0,0.0,0.0,0.5,11795
Angourie,62.0,19.0,0.0,0.0,72.9,22.4,0.0,0.0,10059
Brooms Head,70.0,0.0,9.0,25.0,64.8,0.0,8.3,23.1,10603
Wooloweyah,153.0,3.0,0.0,0.0,98.1,1.9,0.0,0.0,14411
Woombah,303.0,0.0,0.0,43.0,87.6,0.0,0.0,12.4,14414
Maclean,908.0,73.0,40.0,31.0,85.4,6.9,3.8,2.9,12431
Iluka (NSW),617.0,47.0,68.0,63.0,77.0,5.9,8.5,7.9,11975
Townsend,306.0,24.0,0.0,5.0,91.3,7.2,0.0,1.5,13928
Palmers Island,137.0,0.0,0.0,19.0,86.2,0.0,0.0,11.9,13136
Bellingen,1331.0,47.0,19.0,0.0,94.6,3.3,1.4,0.0,10273
Fernmount,139.0,3.0,0.0,0.0,97.9,2.1,0.0,0.0,11509
Thora,111.0,0.0,0.0,3.0,94.9,0.0,0.0,2.6,13849
Gleniffer,146.0,3.0,0.0,0.0,94.8,1.9,0.0,0.0,11668
Coffs Harbour,5849.0,1755.0,1960.0,180.0,59.1,17.7,19.8,1.8,10959
North Boambee Valley,645.0,13.0,16.0,0.0,94.7,1.9,2.3,0.0,12983
Coramba,275.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11065
Nana Glen,358.0,3.0,0.0,6.0,96.8,0.8,0.0,1.6,12889
Upper Orara,255.0,0.0,5.0,0.0,97.0,0.0,1.9,0.0,14041
Bucca (NSW),177.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10625
Karangi,160.0,3.0,4.0,4.0,92.0,1.7,2.3,2.3,12072
Lowanna,127.0,0.0,0.0,0.0,97.7,0.0,0.0,0.0,12398
Dorrigo,483.0,7.0,13.0,3.0,94.0,1.4,2.5,0.6,11278
Fernbrook,51.0,0.0,0.0,0.0,91.1,0.0,0.0,0.0,11506
Sapphire Beach,597.0,100.0,38.0,26.0,77.7,13.0,4.9,3.4,13491
Emerald Beach,728.0,36.0,11.0,7.0,92.4,4.6,1.4,0.9,11411
Korora,681.0,146.0,47.0,0.0,77.0,16.5,5.3,0.0,12197
Moonee Beach,571.0,22.0,3.0,24.0,92.1,3.5,0.5,3.9,12703
Toormina,1689.0,487.0,266.0,22.0,68.3,19.7,10.8,0.9,13912
Boambee East,1653.0,187.0,71.0,3.0,85.6,9.7,3.7,0.2,10422
Boambee,502.0,0.0,3.0,33.0,92.8,0.0,0.6,6.1,10421
Sawtell,1029.0,204.0,225.0,44.0,68.3,13.5,14.9,2.9,13498
Bonville,804.0,7.0,0.0,25.0,95.6,0.8,0.0,3.0,10474
Bundagen,56.0,3.0,0.0,14.0,76.7,4.1,0.0,19.2,10669
Mylestom,112.0,3.0,11.0,26.0,73.7,2.0,7.2,17.1,12875
Raleigh,174.0,27.0,0.0,3.0,84.1,13.0,0.0,1.4,13307
Urunga,1018.0,125.0,87.0,38.0,79.7,9.8,6.8,3.0,14061
Repton,227.0,8.0,0.0,11.0,92.3,3.3,0.0,4.5,13352
Valla,308.0,0.0,0.0,0.0,98.4,0.0,0.0,0.0,14067
Woolgoolga,1404.0,315.0,64.0,124.0,72.6,16.3,3.3,6.4,14402
Safety Beach (NSW),329.0,0.0,0.0,3.0,99.1,0.0,0.0,0.9,13462
Sandy Beach,776.0,10.0,0.0,0.0,98.4,1.3,0.0,0.0,13479
Upper Corindi,44.0,0.0,0.0,7.0,81.5,0.0,0.0,13.0,14020
Corindi Beach,543.0,6.0,5.0,17.0,94.6,1.0,0.9,3.0,11073
Red Rock,153.0,0.0,7.0,4.0,93.3,0.0,4.3,2.4,13334
Arrawarra,191.0,3.0,0.0,68.0,72.9,1.1,0.0,26.0,10088
Arrawarra Headland,192.0,7.0,3.0,0.0,95.0,3.5,1.5,0.0,10089
Mullaway,170.0,3.0,6.0,12.0,89.0,1.6,3.1,6.3,12822
Bourke,550.0,16.0,30.0,12.0,88.7,2.6,4.8,1.9,10522
Wanaaring,33.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14126
North Bourke,81.0,0.0,0.0,9.0,90.0,0.0,0.0,10.0,12985
Brewarrina,326.0,5.0,34.0,5.0,88.1,1.4,9.2,1.4,10563
Cobar,1262.0,22.0,100.0,22.0,89.8,1.6,7.1,1.6,10949
Coonamble,876.0,3.0,55.0,7.0,92.6,0.3,5.8,0.7,11044
Gulargambone,205.0,7.0,4.0,3.0,92.3,3.2,1.8,1.4,11792
Nyngan,735.0,34.0,28.0,14.0,89.9,4.2,3.4,1.7,13049
Nevertire,60.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,12936
Warren,505.0,6.0,29.0,0.0,93.0,1.1,5.3,0.0,14171
Hermidale,38.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11894
Ravenswood (NSW),161.0,0.0,8.0,3.0,93.6,0.0,4.7,1.7,13321
Cumborah,27.0,0.0,0.0,65.0,29.3,0.0,0.0,70.7,11158
Carinda,69.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10814
Pilliga,64.0,0.0,0.0,6.0,91.4,0.0,0.0,8.6,13205
Come By Chance,45.0,0.0,0.0,0.0,86.5,0.0,0.0,0.0,10993
Walgett,587.0,0.0,41.0,26.0,85.8,0.0,6.0,3.8,14096
Burren Junction,92.0,0.0,0.0,5.0,92.0,0.0,0.0,5.0,10710
Lightning Ridge,788.0,3.0,69.0,81.0,80.0,0.3,7.0,8.2,12320
Collarenebri,210.0,0.0,12.0,0.0,94.6,0.0,5.4,0.0,10969
Rowena,52.0,0.0,0.0,0.0,88.1,0.0,0.0,0.0,13431
Broken Hill,6827.0,168.0,182.0,17.0,94.6,2.3,2.5,0.2,10592
White Cliffs,46.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,14274
Menindee,185.0,12.0,5.0,3.0,87.3,5.7,2.4,1.4,12571
Wilcannia,202.0,8.0,3.0,6.0,92.2,3.7,1.4,2.7,14290
Pooncarie,41.0,0.0,0.0,0.0,89.1,0.0,0.0,0.0,13242
Ivanhoe (NSW),86.0,0.0,0.0,0.0,96.6,0.0,0.0,0.0,11991
Baradine,300.0,0.0,11.0,6.0,94.6,0.0,3.5,1.9,10190
Coonabarabran,1119.0,40.0,42.0,15.0,90.4,3.2,3.4,1.2,11043
Binnaway,246.0,0.0,5.0,0.0,95.0,0.0,1.9,0.0,10372
Mendooran,219.0,0.0,0.0,3.0,97.3,0.0,0.0,1.3,12570
Coolah,422.0,0.0,5.0,4.0,94.8,0.0,1.1,0.9,11024
Ulamambri,71.0,0.0,0.0,0.0,93.4,0.0,0.0,0.0,14001
Dubbo,11488.0,970.0,1174.0,95.0,83.3,7.0,8.5,0.7,11296
Wongarbon,239.0,0.0,0.0,0.0,98.8,0.0,0.0,0.0,14373
Eumungerie,116.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11456
Gilgandra,1116.0,4.0,43.0,3.0,94.9,0.3,3.7,0.3,11619
Narromine,1558.0,22.0,61.0,3.0,93.6,1.3,3.7,0.2,12911
Trangie,412.0,9.0,25.0,6.0,89.6,2.0,5.4,1.3,13932
Tomingley,105.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13896
Wellington (NSW),1279.0,83.0,30.0,144.0,82.8,5.4,1.9,9.3,14221
Mumbil,101.0,0.0,0.0,7.0,93.5,0.0,0.0,6.5,12832
Stuart Town,74.0,0.0,0.0,0.0,94.9,0.0,0.0,0.0,13680
Neurea,31.0,0.0,0.0,8.0,79.5,0.0,0.0,20.5,12933
Geurie,263.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11608
Montefiores,199.0,0.0,3.0,3.0,97.1,0.0,1.5,1.5,12685
Greta (NSW),948.0,9.0,3.0,3.0,98.1,0.9,0.3,0.3,11778
Branxton,641.0,37.0,3.0,0.0,93.7,5.4,0.4,0.0,10549
Pokolbin,316.0,0.0,3.0,0.0,98.1,0.0,0.9,0.0,13236
Lovedale,157.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12396
East Branxton,539.0,59.0,19.0,0.0,87.4,9.6,3.1,0.0,11346
North Rothbury,281.0,0.0,0.0,0.0,93.4,0.0,0.0,0.0,13004
Cessnock,4512.0,644.0,124.0,13.0,84.9,12.1,2.3,0.2,10878
Nulkaba,209.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13031
Aberdare,734.0,175.0,3.0,3.0,79.9,19.0,0.3,0.3,10006
Kearsley,272.0,8.0,0.0,0.0,97.1,2.9,0.0,0.0,12080
Bellbird,643.0,56.0,4.0,0.0,91.5,8.0,0.6,0.0,10268
Bellbird Heights,279.0,6.0,0.0,0.0,97.9,2.1,0.0,0.0,10269
Ellalong,356.0,0.0,0.0,3.0,99.2,0.0,0.0,0.8,11398
Millfield,307.0,0.0,0.0,0.0,98.7,0.0,0.0,0.0,12620
Paxton,304.0,0.0,0.0,0.0,97.1,0.0,0.0,0.0,13162
Black Hill (NSW),166.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10385
Mount Vincent,118.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12799
Brunkerville,67.0,0.0,0.0,3.0,95.7,0.0,0.0,4.3,10620
Quorrobolong,149.0,0.0,0.0,0.0,97.4,0.0,0.0,0.0,13302
Mount View,31.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12798
Paynes Crossing,28.0,0.0,0.0,0.0,90.3,0.0,0.0,0.0,13163
Wollombi,71.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14355
Watagan,50.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,14180
Bucketty,60.0,0.0,0.0,0.0,95.2,0.0,0.0,0.0,10634
Clarence Town,658.0,4.0,7.0,16.0,96.1,0.6,1.0,2.3,10920
Dungog,782.0,19.0,24.0,3.0,94.1,2.3,2.9,0.4,11320
Bendolba,62.0,4.0,5.0,0.0,87.3,5.6,7.0,0.0,10291
Paterson (NSW),294.0,0.0,3.0,3.0,98.0,0.0,1.0,1.0,13159
Vacy,211.0,0.0,0.0,3.0,98.6,0.0,0.0,1.4,14063
Glen Oak,97.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11652
Brookfield (NSW),64.0,0.0,0.0,7.0,85.3,0.0,0.0,9.3,10596
Abermain,786.0,21.0,3.0,0.0,97.0,2.6,0.4,0.0,10010
Weston (NSW),1261.0,37.0,9.0,0.0,96.3,2.8,0.7,0.0,14262
Kurri Kurri,1921.0,294.0,74.0,0.0,83.6,12.8,3.2,0.0,12221
Stanford Merthyr,205.0,5.0,7.0,0.0,94.5,2.3,3.2,0.0,13647
Pelaw Main,361.0,14.0,17.0,0.0,92.1,3.6,4.3,0.0,13177
Heddon Greta,625.0,51.0,0.0,0.0,91.6,7.5,0.0,0.0,11888
Neath,122.0,64.0,0.0,3.0,64.6,33.9,0.0,1.6,12917
Cliftleigh,228.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10932
Sawyers Gully,153.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13499
Hunterview,813.0,132.0,25.0,0.0,83.6,13.6,2.6,0.0,11955
Redbournberry,70.0,4.0,0.0,0.0,89.7,5.1,0.0,0.0,13337
Singleton (NSW),1618.0,189.0,140.0,0.0,82.7,9.7,7.2,0.0,13549
Gowrie (Singleton - NSW),102.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11729
Glenridding,74.0,0.0,0.0,22.0,77.1,0.0,0.0,22.9,11676
Singleton Heights,1347.0,189.0,92.0,0.0,82.5,11.6,5.6,0.0,13550
Wattle Ponds,317.0,3.0,0.0,0.0,99.1,0.9,0.0,0.0,14193
McDougalls Hill,33.0,0.0,0.0,21.0,53.2,0.0,0.0,33.9,12541
Darlington (Singleton - NSW),110.0,31.0,3.0,0.0,76.4,21.5,2.1,0.0,11213
Broke (NSW),173.0,0.0,0.0,6.0,96.6,0.0,0.0,3.4,10590
Howes Valley,30.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11948
Jerrys Plains,91.0,0.0,0.0,0.0,96.8,0.0,0.0,0.0,12021
Reedy Creek (NSW),53.0,0.0,0.0,0.0,94.6,0.0,0.0,0.0,13342
Lambs Valley (Singleton - NSW),108.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12263
Maitland (NSW),517.0,109.0,62.0,24.0,71.4,15.1,8.6,3.3,12449
South Maitland,128.0,11.0,3.0,26.0,74.9,6.4,1.8,15.2,13591
Gillieston Heights,918.0,30.0,0.0,0.0,85.1,2.8,0.0,0.0,11624
Louth Park,183.0,0.0,0.0,3.0,98.4,0.0,0.0,1.6,12395
Horseshoe Bend,141.0,16.0,0.0,0.0,89.8,10.2,0.0,0.0,11939
Oakhampton,51.0,14.0,0.0,0.0,78.5,21.5,0.0,0.0,13056
East Maitland,3506.0,700.0,334.0,6.0,75.3,15.0,7.2,0.1,11360
Metford,1428.0,219.0,46.0,0.0,84.3,12.9,2.7,0.0,12592
Tenambit,982.0,94.0,10.0,11.0,89.5,8.6,0.9,1.0,13787
Raworth,507.0,55.0,0.0,0.0,90.2,9.8,0.0,0.0,13325
Morpeth,431.0,136.0,12.0,6.0,72.9,23.0,2.0,1.0,12727
Ashtonfield,1394.0,95.0,0.0,0.0,93.2,6.4,0.0,0.0,10102
Chisholm (NSW),454.0,0.0,0.0,0.0,98.9,0.0,0.0,0.0,10909
Largs,575.0,45.0,0.0,13.0,90.8,7.1,0.0,2.1,12278
Bolwarra Heights,924.0,24.0,0.0,0.0,97.2,2.5,0.0,0.0,10451
Lorn,475.0,41.0,7.0,0.0,90.0,7.8,1.3,0.0,12389
Bolwarra (NSW),326.0,20.0,0.0,0.0,94.2,5.8,0.0,0.0,10450
Woodville (NSW),151.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14398
Rutherford,3654.0,501.0,85.0,3.0,84.5,11.6,2.0,0.1,13449
Aberglasslyn,1591.0,135.0,3.0,0.0,91.7,7.8,0.2,0.0,10009
Lochinvar,263.0,3.0,4.0,0.0,96.3,1.1,1.5,0.0,12368
Telarah,837.0,67.0,28.0,0.0,89.8,7.2,3.0,0.0,13780
Farley,71.0,3.0,0.0,0.0,95.9,4.1,0.0,0.0,11490
Thornton (NSW),2585.0,100.0,15.0,0.0,95.6,3.7,0.6,0.0,13851
Millers Forest,106.0,0.0,0.0,3.0,97.2,0.0,0.0,2.8,12618
Anna Bay,1057.0,173.0,3.0,111.0,77.5,12.7,0.2,8.1,10060
Boat Harbour (Port Stephens - NSW),297.0,34.0,0.0,0.0,89.7,10.3,0.0,0.0,10425
Bobs Farm,132.0,0.0,0.0,15.0,89.8,0.0,0.0,10.2,10429
Lemon Tree Passage,929.0,79.0,29.0,16.0,88.2,7.5,2.8,1.5,12300
Mallabula,343.0,0.0,9.0,0.0,97.4,0.0,2.6,0.0,12455
Tanilba Bay,1108.0,77.0,3.0,0.0,92.9,6.5,0.3,0.0,13748
Salamander Bay,1103.0,728.0,103.0,0.0,56.7,37.4,5.3,0.0,13463
Soldiers Point,366.0,104.0,97.0,25.0,60.8,17.3,16.1,4.2,13570
Corlette,1431.0,501.0,64.0,0.0,71.5,25.0,3.2,0.0,11075
Nelson Bay (NSW),1385.0,518.0,403.0,13.0,59.2,22.1,17.2,0.6,12923
Fingal Bay,339.0,259.0,9.0,20.0,53.8,41.1,1.4,3.2,11518
Shoal Bay (NSW),397.0,192.0,79.0,0.0,59.2,28.6,11.8,0.0,13539
Raymond Terrace,3813.0,738.0,54.0,9.0,82.4,15.9,1.2,0.2,13327
Tomago,36.0,0.0,0.0,94.0,27.7,0.0,0.0,72.3,13889
Heatherbrae,93.0,9.0,0.0,129.0,39.4,3.8,0.0,54.7,11884
Duns Creek,165.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11326
Seaham,305.0,0.0,0.0,3.0,99.0,0.0,0.0,1.0,13510
Wallalong,303.0,0.0,3.0,0.0,99.0,0.0,1.0,0.0,14104
Brandy Hill,221.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10548
East Seaham,115.0,3.0,0.0,0.0,97.5,2.5,0.0,0.0,11362
Tea Gardens,1138.0,62.0,45.0,7.0,90.5,4.9,3.6,0.6,13779
North Arm Cove,191.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12979
Pindimar,134.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13211
Hawks Nest,386.0,82.0,62.0,6.0,72.0,15.3,11.6,1.1,11873
Karuah,431.0,0.0,23.0,90.0,79.2,0.0,4.2,16.5,12076
Medowie,2959.0,34.0,13.0,9.0,97.9,1.1,0.4,0.3,12554
Salt Ash,356.0,6.0,0.0,0.0,98.3,1.7,0.0,0.0,13467
Williamtown,280.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14299
Twelve Mile Creek,28.0,3.0,0.0,35.0,42.4,4.5,0.0,53.0,13988
Swan Bay (Port Stephens - NSW),101.0,0.0,3.0,3.0,94.4,0.0,2.8,2.8,13704
Muswellbrook,3811.0,515.0,27.0,9.0,86.9,11.7,0.6,0.2,12868
Denman,592.0,53.0,26.0,0.0,86.9,7.8,3.8,0.0,11241
Aberdeen (NSW),665.0,8.0,44.0,45.0,86.9,1.0,5.8,5.9,10007
Sandy Hollow,52.0,0.0,0.0,9.0,85.2,0.0,0.0,14.8,13486
Scone,1861.0,77.0,157.0,15.0,87.6,3.6,7.4,0.7,13503
Dartbrook,35.0,0.0,0.0,0.0,92.1,0.0,0.0,0.0,11217
Rouchel,41.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,13422
Murrurundi,392.0,0.0,13.0,0.0,95.8,0.0,3.2,0.0,12864
Wingen,88.0,3.0,0.0,0.0,96.7,3.3,0.0,0.0,14331
Gundy,59.0,0.0,0.0,4.0,93.7,0.0,0.0,6.3,11809
Merriwa (NSW),606.0,3.0,32.0,3.0,92.2,0.5,4.9,0.5,12585
Moobi,44.0,0.0,3.0,0.0,88.0,0.0,6.0,0.0,12688
Dapto,3418.0,405.0,101.0,3.0,86.8,10.3,2.6,0.1,11202
Kanahooka,1764.0,251.0,33.0,11.0,85.5,12.2,1.6,0.5,12055
Koonawarra,1202.0,57.0,18.0,0.0,94.1,4.5,1.4,0.0,12187
Avondale (NSW),478.0,99.0,49.0,0.0,75.4,15.6,7.7,0.0,10116
Haywards Bay,300.0,6.0,0.0,0.0,98.0,2.0,0.0,0.0,11880
Brownsville,123.0,35.0,66.0,0.0,54.9,15.6,29.5,0.0,10612
Horsley,2454.0,90.0,3.0,3.0,96.1,3.5,0.1,0.1,11942
Kembla Grange,71.0,0.0,0.0,0.0,95.9,0.0,0.0,0.0,12092
Port Kembla,1445.0,120.0,307.0,14.0,76.4,6.3,16.2,0.7,13245
Coniston,440.0,151.0,230.0,3.0,52.9,18.2,27.7,0.4,11010
Unanderra,1595.0,291.0,140.0,18.0,77.9,14.2,6.8,0.9,14008
Mount Kembla,319.0,3.0,0.0,0.0,97.3,0.9,0.0,0.0,12769
Cordeaux Heights,1363.0,33.0,0.0,5.0,97.3,2.4,0.0,0.4,11070
Farmborough Heights,1293.0,39.0,19.0,0.0,95.4,2.9,1.4,0.0,11491
Berkeley,2464.0,93.0,194.0,3.0,89.2,3.4,7.0,0.1,10303
Cringila,645.0,0.0,42.0,4.0,92.8,0.0,6.0,0.6,11116
Lake Heights,1157.0,77.0,154.0,3.0,82.8,5.5,11.0,0.2,12248
