,Italian,Assyrian Neo-Aramaic,Arabic,Croatian,Spanish,&nbsp;,English only spoken at home,Households where two or more languages are spoken,Cantonese,Greek,Mandarin,Hindi,Tagalog,Punjabi,Sinhalese,Gujarati,Macedonian,Serbian,German,Samoan,Tongan,Fijian,Maltese,Indonesian,French,Filipino,Thai,Korean,Japanese,Nepali,Portuguese,Vietnamese,Turkish,Urdu,Latvian,Dutch,Afrikaans,Russian,Persian (excluding Dari,Tamil,Maori (Cook Island,Hebrew,Hungarian,Norwegian,Slovak,Gaelic (Scotland,Armenian,Danish,Khmer,Dinka,Swedish,Lao,Icelandic,Finnish,Polish,Ukrainian,Chaldean Neo-Aramaic,Dari,Maori (New Zealand,Min Nan,Swahili,Marathi,Albanian,Irish,Welsh,Estonian,Bengali,Bosnian,Kinyarwanda (Rwanda,Malay,"Celtic, nec",Auslan,"Serbo-Croatian/Yugoslavian, so described",Czech,Burmese,Karen,Tokelauan,Malayalam,Telugu,Lithuanian,Italian (%),Assyrian Neo-Aramaic (%),Arabic (%),Croatian (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Households where two or more languages are spoken (%),Cantonese (%),Greek (%),Mandarin (%),Hindi (%),Tagalog (%),Punjabi (%),Sinhalese (%),Gujarati (%),Macedonian (%),Serbian (%),German (%),Samoan (%),Tongan (%),Fijian (%),Maltese (%),Indonesian (%),French (%),Filipino (%),Thai (%),Korean (%),Japanese (%),Nepali (%),Portuguese (%),Vietnamese (%),Turkish (%),Urdu (%),Latvian (%),Dutch (%),Afrikaans (%),Russian (%),Persian (excluding Dari (%),Tamil (%),Maori (Cook Island (%),Hebrew (%),Hungarian (%),Norwegian (%),Slovak (%),Gaelic (Scotland (%),Armenian (%),Danish (%),Khmer (%),Dinka (%),Swedish (%),Lao (%),Icelandic (%),Finnish (%),Polish (%),Ukrainian (%),Chaldean Neo-Aramaic (%),Dari (%),Maori (New Zealand (%),Min Nan (%),Swahili (%),Marathi (%),Albanian (%),Irish (%),Welsh (%),Estonian (%),Bengali (%),Bosnian (%),Kinyarwanda (Rwanda (%),Malay (%),"Celtic, nec (%)",Auslan (%),"Serbo-Croatian/Yugoslavian, so described (%)",Czech (%),Burmese (%),Karen (%),Tokelauan (%),Malayalam (%),Telugu (%),Lithuanian (%)
Guildford,,,"6,547",,,&nbsp;,"5,966","3,913",546,,464,,,,,,,,,,,,,,,,,,,,,403,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,&nbsp;,30.1,64.6,2.8,,2.3,,,,,,,,,,,,,,,,,,,,,2.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guildford West,83,,"1,132",,,&nbsp;,"2,273",644,,,,53,,,,,,,,,61,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,25.6,,,&nbsp;,51.4,46.0,,,,1.2,,,,,,,,,1.4,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwynneville,,,76,,,&nbsp;,"1,718",406,,,198,,,,,,,53,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,2.7,,,&nbsp;,60.6,37.4,,,7.0,,,,,,,1.9,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,
Gymea,77,,,,48,&nbsp;,"6,121",407,82,117,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,0.7,&nbsp;,85.3,14.1,1.1,1.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymea Bay,51,,,,28,&nbsp;,"6,351",197,40,69,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,0.4,&nbsp;,92.4,9.0,0.6,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haberfield,"1,539",,,,63,&nbsp;,"4,162","1,000",63,142,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,,,,0.9,&nbsp;,62.6,44.6,0.9,2.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halekulani,8,,,,6,&nbsp;,"2,292",45,,8,,,,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.2,&nbsp;,94.5,4.4,,0.3,,,,,,,,,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,115,,,,,&nbsp;,"3,383",267,,110,15,,,,,,86,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,&nbsp;,83.1,15.2,,2.7,0.4,,,,,,2.1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton East,4,,,,7,&nbsp;,784,48,,54,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.8,&nbsp;,87.1,14.4,,6.0,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton North,14,,,,5,&nbsp;,819,30,4,9,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,0.6,&nbsp;,92.6,8.5,0.5,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton South,95,,,,,&nbsp;,"3,335",198,16,111,,,,,,,33,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,&nbsp;,82.8,11.5,0.4,2.8,,,,,,,0.8,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammondville,,,89,,53,&nbsp;,"2,387",277,,94,,49,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,1.6,&nbsp;,73.4,26.7,,2.9,,1.5,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrington Park,147,,81,48,74,&nbsp;,"6,465",392,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,1.1,0.6,1.0,&nbsp;,84.7,17.9,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris Park,,,320,,,&nbsp;,950,"1,338",,,165,423,,332,,"1,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,&nbsp;,18.7,75.0,,,3.3,8.3,,6.5,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hassall Grove,,,300,,,&nbsp;,"2,442",580,,,,211,247,,,,,,,,,,,,,123,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,&nbsp;,55.6,48.2,,,,4.8,5.6,,,,,,,,,,,,,2.8,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haymarket,,,,,,&nbsp;,856,"1,404",411,,913,,,,,,,,,,,,,515,,,774,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,15.9,85.6,7.6,,17.0,,,,,,,,,,,,,9.6,,,14.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heathcote,17,,,,,&nbsp;,"5,655",108,,24,,,,,,,,,20,,,,,,,,,,,,,,,,,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,94.6,5.3,,0.4,,,,,,,,,0.3,,,,,,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebersham,,,203,,,&nbsp;,"3,536",563,,,,217,149,,,,,,,199,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,&nbsp;,65.0,34.2,,,,4.0,2.7,,,,,,,3.7,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heckenberg,,,393,,85,&nbsp;,"1,289",434,,,,115,,,,,,,,73,,,,,,,,,,,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,2.8,&nbsp;,43.2,50.4,,,,3.9,,,,,,,,2.4,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henley,33,,,7,,&nbsp;,323,47,24,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,1.5,,&nbsp;,69.9,31.3,5.2,3.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highfields,15,,,,,&nbsp;,924,38,,15,,,,,,,9,,10,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,&nbsp;,88.3,10.0,,1.4,,,,,,,0.9,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillsborough,,,,,,&nbsp;,644,9,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,&nbsp;,96.6,4.0,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,0.0,,,,,,,,,0.4,,,,,,,,,0.0,,,,,,,,,,,,,,,,
Hillsdale,,212,,,251,&nbsp;,"1,917","1,118",245,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,,,,,,,,,,,,,,,4.3,,,5.0,&nbsp;,38.5,59.2,4.9,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,
Hinchinbrook,,371,721,,638,&nbsp;,"3,956","1,923",,,,876,,,,,,,,,,,,,,,,,,,,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,6.8,,6.0,&nbsp;,37.2,66.8,,,,8.2,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holmesville,5,,,,,&nbsp;,"1,351",16,,,,,,,,,,,3,3,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,&nbsp;,95.1,3.4,,,,,,,,,,,0.2,0.2,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holsworthy,,,123,,,&nbsp;,"3,264",548,,,110,181,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,2.4,,,&nbsp;,64.5,38.4,,,2.2,3.6,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,
Homebush,,,,,,&nbsp;,"1,809","1,343",355,,520,195,,,,,,,,,,,,,,,,610,,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,29.2,70.7,5.7,,8.4,3.1,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homebush West,,,,,,&nbsp;,"1,058","1,617",646,,921,270,,,,,,,,,,,,,,,,370,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,18.3,77.3,11.2,,15.9,4.7,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horningsea Park,105,,140,,172,&nbsp;,"1,885",578,,83,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,3.8,,4.7,&nbsp;,51.4,56.7,,2.3,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hornsby,,,,,,&nbsp;,"10,543","3,289","1,043",,"1,785",418,,,,,,,,,,,,,,,,899,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,53.1,43.2,5.3,,9.0,2.1,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hornsby Heights,,,,,53,&nbsp;,"5,276",340,107,,93,,,,,,,,,,,,,,,,,44,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,&nbsp;,85.2,16.8,1.7,,1.5,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horsley,87,,,,41,&nbsp;,"6,181",316,36,,,,,,,,165,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,0.6,&nbsp;,87.8,14.4,0.5,,,,,,,,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoxton Park,146,132,237,,221,&nbsp;,"1,646",766,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.1,5.6,,5.3,&nbsp;,39.1,64.9,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunters Hill,198,,75,,,&nbsp;,"7,147",624,177,180,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,0.8,,,&nbsp;,79.5,21.8,2.0,2.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huntleys Point,9,,,,,&nbsp;,87,18,,5,6,,,,,,4,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,&nbsp;,64.4,33.3,,3.7,4.4,,,,,,3.0,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurlstone Park,197,,276,,,&nbsp;,"2,474",857,,490,,,,,,,,,,,,,,,,,,,,94,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,5.9,,,&nbsp;,52.7,48.6,,10.4,,,,,,,,,,,,,,,,,,,,2.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurstville,,,939,,,&nbsp;,"5,666","6,804","5,320",957,"6,952",,,,,,,,,,,,,,,,,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,&nbsp;,21.8,77.8,20.4,3.7,26.7,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurstville Grove,,,111,86,,&nbsp;,"1,284",349,238,220,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,3.6,,&nbsp;,53.7,46.4,10.0,9.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illawong,94,,318,,,&nbsp;,"5,544",601,149,320,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,4.3,,,&nbsp;,75.7,27.6,2.0,4.4,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingleburn,,,278,,259,&nbsp;,"9,006","1,608",,,,377,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,,,,,,,,,,,,,,,,2.0,,1.9,&nbsp;,64.8,32.9,,,,2.7,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,
Ingleside,47,,,,,&nbsp;,923,73,,,,,,,,,,22,18,,,,,,,,,,,,,,,,,15,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,&nbsp;,82.3,19.9,,,,,,,,,,2.0,1.6,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islington,15,,,,,&nbsp;,"1,529",83,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,10,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,84.7,10.5,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,0.6,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,
Jamisontown,27,,45,,26,&nbsp;,"4,527",221,,28,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.9,,0.5,&nbsp;,86.3,10.9,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jannali,37,,,,,&nbsp;,"5,028",309,50,78,75,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,&nbsp;,84.4,14.5,0.8,1.3,1.3,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesmond,,,116,,,&nbsp;,"1,704",295,48,,119,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,4.4,,,&nbsp;,65.4,28.6,1.8,,4.6,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Jewells,13,,,,14,&nbsp;,"2,854",51,8,,,,,,,,13,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.4,&nbsp;,91.5,4.8,0.3,,,,,,,,0.4,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kahibah,,,,,10,&nbsp;,"1,929",46,,,,,,,,,13,,7,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,&nbsp;,92.6,5.5,,,,,,,,,0.6,,0.3,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanahooka,64,,,,40,&nbsp;,"4,528",199,,37,,,,,,,45,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,0.8,&nbsp;,87.6,10.6,,0.7,,,,,,,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaroo Point,,,24,,,&nbsp;,338,77,37,63,37,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,&nbsp;,58.7,42.3,6.4,10.9,6.4,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanwal,29,,,,,&nbsp;,"3,543",84,,12,,,15,,,,,,,,11,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,91.5,6.3,,0.3,,,0.4,,,,,,,,0.3,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareela,61,,45,,,&nbsp;,"2,723",223,45,117,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,1.4,,,&nbsp;,81.9,20.0,1.4,3.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kariong,28,,36,,34,&nbsp;,"5,820",207,,22,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.6,,0.5,&nbsp;,90.2,10.2,,0.3,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kearns,38,,63,,40,&nbsp;,"2,256",160,,,,,20,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,2.3,,1.4,&nbsp;,81.7,19.2,,,,,0.7,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keiraville,43,,43,,,&nbsp;,"2,405",322,38,,251,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,1.3,,,&nbsp;,71.9,26.3,1.1,,7.5,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellyville,340,,378,,,&nbsp;,"14,657","1,905",459,,332,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,1.9,,,&nbsp;,72.0,32.5,2.3,,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kembla Grange,,,,,,&nbsp;,201,0,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,&nbsp;,91.0,0.0,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,
Kensington,,,,,191,&nbsp;,"6,556","1,788",787,507,"1,215",,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,&nbsp;,51.3,44.5,6.2,4.0,9.5,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilaben Bay,,,,,8,&nbsp;,"1,265",25,,4,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,&nbsp;,94.6,5.1,,0.3,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,0.3,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killara,,,,,,&nbsp;,"6,513",963,669,,605,,,,,,,,,,,,,,,,,237,100,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,70.2,31.0,7.2,,6.5,,,,,,,,,,,,,,,,,2.6,1.1,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killarney Heights,,,,,,&nbsp;,"3,365",375,184,,120,,,,,,,,,,,,,,128,,,,81,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,75.6,26.6,4.1,,2.7,,,,,,,,,,,,,,2.9,,,,1.8,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killarney Vale,25,,15,,,&nbsp;,"6,518",141,17,39,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.2,,,&nbsp;,93.7,5.5,0.2,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
